,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,address
4748,-118.35,34.05,52.0,1971.0,414.0,1065.0,409.0,3.6435,195800.0,<1H OCEAN,"1315, Meadowbrook Avenue, Mid-Wilshire, Los Angeles, Los Angeles County, California, 90019, United States"
4749,-118.34,34.05,52.0,2194.0,504.0,997.0,438.0,2.6654,259400.0,<1H OCEAN,"1352, South Tremaine Avenue, Mid-Wilshire, Los Angeles, Los Angeles County, California, 90019, United States"
4750,-118.32,34.04,39.0,2965.0,812.0,2638.0,794.0,2.532,172700.0,<1H OCEAN,"1898, 3rd Avenue, Country Club Park, Koreatown, Los Angeles, Los Angeles County, California, 90019, United States"
4751,-118.32,34.04,39.0,1294.0,330.0,1140.0,313.0,2.2554,165000.0,<1H OCEAN,"1898, 3rd Avenue, Country Club Park, Koreatown, Los Angeles, Los Angeles County, California, 90019, United States"
4752,-118.32,34.04,48.0,1184.0,328.0,953.0,311.0,2.3526,156300.0,<1H OCEAN,"1898, 3rd Avenue, Country Club Park, Koreatown, Los Angeles, Los Angeles County, California, 90019, United States"
4753,-118.33,34.04,31.0,1090.0,251.0,955.0,239.0,2.913,192500.0,<1H OCEAN,"4160, West Washington Boulevard, Los Angeles, Los Angeles County, California, 90018, United States"
4754,-118.33,34.05,46.0,3015.0,795.0,2300.0,725.0,2.0706,268500.0,<1H OCEAN,"1225, South Plymouth Boulevard, Victoria Park, Mid-Wilshire, Los Angeles, Los Angeles County, California, 90019, United States"
4755,-118.33,34.04,52.0,2545.0,401.0,1004.0,372.0,3.6373,420000.0,<1H OCEAN,"4160, West Washington Boulevard, Los Angeles, Los Angeles County, California, 90018, United States"
4756,-118.34,34.05,41.0,2099.0,472.0,1369.0,465.0,2.7409,167100.0,<1H OCEAN,"1352, South Tremaine Avenue, Mid-Wilshire, Los Angeles, Los Angeles County, California, 90019, United States"
4757,-118.34,34.04,35.0,2345.0,607.0,2042.0,565.0,2.5955,139700.0,<1H OCEAN,"4604, West Washington Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4758,-118.34,34.04,40.0,2064.0,662.0,2140.0,617.0,2.2254,127100.0,<1H OCEAN,"4604, West Washington Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4759,-118.34,34.04,37.0,1466.0,529.0,1835.0,500.0,1.7014,123200.0,<1H OCEAN,"4604, West Washington Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4760,-118.35,34.04,36.0,1956.0,601.0,1672.0,546.0,1.8685,150700.0,<1H OCEAN,"1988, South Orange Drive, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4761,-118.35,34.04,49.0,1104.0,266.0,668.0,297.0,3.0856,151600.0,<1H OCEAN,"1988, South Orange Drive, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4762,-118.35,34.04,45.0,1579.0,357.0,713.0,335.0,2.1711,179200.0,<1H OCEAN,"1988, South Orange Drive, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4763,-118.36,34.04,48.0,1769.0,429.0,993.0,405.0,2.3214,139400.0,<1H OCEAN,"1942, Hauser Boulevard, Mid-City, Los Angeles, Los Angeles County, California, 90016, United States"
4764,-118.36,34.04,45.0,1767.0,417.0,1052.0,379.0,3.5161,157000.0,<1H OCEAN,"1942, Hauser Boulevard, Mid-City, Los Angeles, Los Angeles County, California, 90016, United States"
4765,-118.35,34.04,38.0,1626.0,375.0,1019.0,372.0,2.3687,146800.0,<1H OCEAN,"1988, South Orange Drive, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4766,-118.36,34.03,43.0,1690.0,379.0,1017.0,359.0,2.1078,133500.0,<1H OCEAN,"2755,2757,2755 1/2,2757 1/2, Duray Place, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4767,-118.37,34.03,37.0,1236.0,,966.0,292.0,3.0694,122200.0,<1H OCEAN,"2799, South Spaulding Avenue, Sentous, Mid-City, Los Angeles, Los Angeles County, California, 90016, United States"
4768,-118.36,34.04,34.0,3239.0,806.0,2331.0,765.0,2.0538,125800.0,<1H OCEAN,"1942, Hauser Boulevard, Mid-City, Los Angeles, Los Angeles County, California, 90016, United States"
4769,-118.35,34.04,41.0,1617.0,423.0,1110.0,375.0,2.4635,169400.0,<1H OCEAN,"1988, South Orange Drive, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4770,-118.35,34.03,44.0,865.0,208.0,537.0,183.0,1.9,110900.0,<1H OCEAN,"West View Street, Village Green, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4771,-118.35,34.04,45.0,1839.0,459.0,1312.0,460.0,2.5625,138000.0,<1H OCEAN,"1988, South Orange Drive, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4772,-118.34,34.04,42.0,1681.0,360.0,987.0,337.0,2.6,171400.0,<1H OCEAN,"4604, West Washington Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4773,-118.34,34.03,48.0,1426.0,331.0,784.0,356.0,1.6581,118800.0,<1H OCEAN,"2869, Virginia Road, Crenshaw, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4774,-118.34,34.04,42.0,2010.0,494.0,1203.0,427.0,1.9408,134600.0,<1H OCEAN,"4604, West Washington Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4775,-118.35,34.03,35.0,1438.0,333.0,794.0,306.0,1.975,138100.0,<1H OCEAN,"West View Street, Village Green, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4776,-118.33,34.04,33.0,1806.0,444.0,1161.0,393.0,2.5927,161500.0,<1H OCEAN,"4160, West Washington Boulevard, Los Angeles, Los Angeles County, California, 90018, United States"
4777,-118.33,34.03,33.0,2314.0,624.0,1714.0,582.0,1.7377,183900.0,<1H OCEAN,"2862, Edgehill Drive, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States"
4778,-118.33,34.04,48.0,2437.0,443.0,1400.0,426.0,2.628,251100.0,<1H OCEAN,"4160, West Washington Boulevard, Los Angeles, Los Angeles County, California, 90018, United States"
4779,-118.32,34.04,47.0,1989.0,532.0,1430.0,519.0,1.8333,151100.0,<1H OCEAN,"1898, 3rd Avenue, Country Club Park, Koreatown, Los Angeles, Los Angeles County, California, 90019, United States"
4780,-118.32,34.04,42.0,1766.0,404.0,1117.0,367.0,2.0259,168800.0,<1H OCEAN,"1898, 3rd Avenue, Country Club Park, Koreatown, Los Angeles, Los Angeles County, California, 90019, United States"
4781,-118.32,34.04,44.0,1008.0,223.0,544.0,223.0,2.8654,176800.0,<1H OCEAN,"1898, 3rd Avenue, Country Club Park, Koreatown, Los Angeles, Los Angeles County, California, 90019, United States"
4782,-118.32,34.03,35.0,3189.0,935.0,2221.0,801.0,2.1046,114000.0,<1H OCEAN,"3305, Montclair Street, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States"
4783,-118.33,34.03,39.0,2840.0,826.0,1911.0,688.0,1.9018,137500.0,<1H OCEAN,"2862, Edgehill Drive, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States"
4784,-118.32,34.03,47.0,1082.0,198.0,455.0,193.0,3.0132,223200.0,<1H OCEAN,"3305, Montclair Street, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States"
4785,-118.32,34.03,50.0,1845.0,349.0,1109.0,335.0,2.8971,127800.0,<1H OCEAN,"3305, Montclair Street, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States"
4786,-118.32,34.03,47.0,1734.0,453.0,1272.0,438.0,3.1731,121500.0,<1H OCEAN,"3305, Montclair Street, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States"
4787,-118.32,34.02,52.0,2511.0,587.0,1660.0,546.0,2.6098,127100.0,<1H OCEAN,"3710, 3rd Avenue, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States"
4788,-118.32,34.02,51.0,2010.0,460.0,1355.0,433.0,2.0304,133400.0,<1H OCEAN,"3710, 3rd Avenue, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States"
4789,-118.32,34.02,47.0,1648.0,346.0,1120.0,338.0,2.0042,114200.0,<1H OCEAN,"3710, 3rd Avenue, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States"
4790,-118.33,34.02,45.0,1667.0,399.0,928.0,375.0,1.8783,118200.0,<1H OCEAN,"3708, Degnan Boulevard, Leimert Park, Los Angeles, Los Angeles County, California, 90018, United States"
4791,-118.33,34.02,46.0,1528.0,391.0,933.0,366.0,2.1979,125700.0,<1H OCEAN,"3708, Degnan Boulevard, Leimert Park, Los Angeles, Los Angeles County, California, 90018, United States"
4792,-118.33,34.03,46.0,2312.0,625.0,1552.0,603.0,1.6429,125000.0,<1H OCEAN,"2862, Edgehill Drive, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States"
4793,-118.34,34.02,48.0,1614.0,320.0,684.0,318.0,4.2218,181000.0,<1H OCEAN,"3696, Buckingham Road, Crenshaw, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4794,-118.34,34.02,44.0,2067.0,385.0,1046.0,441.0,3.5357,156900.0,<1H OCEAN,"3696, Buckingham Road, Crenshaw, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4795,-118.35,34.03,49.0,2334.0,530.0,1334.0,447.0,1.89,124000.0,<1H OCEAN,"West View Street, Village Green, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4796,-118.35,34.03,43.0,2122.0,524.0,1510.0,436.0,2.2273,123300.0,<1H OCEAN,"West View Street, Village Green, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4797,-118.35,34.02,52.0,427.0,92.0,233.0,116.0,3.25,134700.0,<1H OCEAN,"Martin Luther King Junior Boulevard, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4798,-118.35,34.03,42.0,2043.0,512.0,1634.0,501.0,1.9928,125400.0,<1H OCEAN,"West View Street, Village Green, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4799,-118.36,34.03,36.0,1083.0,342.0,1023.0,295.0,2.1324,143800.0,<1H OCEAN,"2755,2757,2755 1/2,2757 1/2, Duray Place, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4800,-118.36,34.03,40.0,2323.0,661.0,1847.0,614.0,1.8316,113500.0,<1H OCEAN,"2755,2757,2755 1/2,2757 1/2, Duray Place, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4801,-118.36,34.03,38.0,1400.0,376.0,1139.0,315.0,2.2368,120000.0,<1H OCEAN,"2755,2757,2755 1/2,2757 1/2, Duray Place, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4802,-118.36,34.03,35.0,1819.0,499.0,1666.0,482.0,1.6452,125900.0,<1H OCEAN,"2755,2757,2755 1/2,2757 1/2, Duray Place, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4803,-118.36,34.03,38.0,2365.0,638.0,2259.0,607.0,2.0879,120700.0,<1H OCEAN,"2755,2757,2755 1/2,2757 1/2, Duray Place, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4804,-118.37,34.03,43.0,1350.0,287.0,811.0,307.0,3.3636,140900.0,<1H OCEAN,"2799, South Spaulding Avenue, Sentous, Mid-City, Los Angeles, Los Angeles County, California, 90016, United States"
4805,-118.34,34.03,46.0,2437.0,502.0,1151.0,477.0,2.4444,134100.0,<1H OCEAN,"2869, Virginia Road, Crenshaw, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4806,-118.34,34.02,49.0,1609.0,371.0,896.0,389.0,2.5156,136600.0,<1H OCEAN,"3696, Buckingham Road, Crenshaw, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4807,-118.34,34.02,50.0,1172.0,261.0,685.0,260.0,3.1442,130300.0,<1H OCEAN,"3696, Buckingham Road, Crenshaw, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4808,-118.34,34.03,49.0,1295.0,276.0,765.0,265.0,3.4306,130200.0,<1H OCEAN,"2869, Virginia Road, Crenshaw, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4809,-118.34,34.03,47.0,1927.0,561.0,1349.0,508.0,1.3444,125000.0,<1H OCEAN,"2869, Virginia Road, Crenshaw, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4810,-118.36,34.02,43.0,1356.0,333.0,796.0,329.0,1.7159,189700.0,<1H OCEAN,"Village Green, West Adams, Los Angeles, Los Angeles County, California, 90016, United States"
4811,-118.37,34.03,41.0,1425.0,285.0,838.0,296.0,3.9732,188400.0,<1H OCEAN,"2799, South Spaulding Avenue, Sentous, Mid-City, Los Angeles, Los Angeles County, California, 90016, United States"
4812,-118.37,34.02,44.0,1944.0,458.0,981.0,377.0,2.6154,193200.0,<1H OCEAN,"5728, Bowcroft Street, Sentous, Los Angeles, Los Angeles County, California, 90016, United States"
4813,-118.28,34.05,35.0,1627.0,838.0,3013.0,791.0,1.5565,152500.0,<1H OCEAN,"1961, West 11th Street, Pico-Union, Los Angeles, Los Angeles County, California, 90006, United States"
4814,-118.28,34.04,39.0,1155.0,433.0,1857.0,424.0,2.1696,153400.0,<1H OCEAN,"1748, South Union Avenue, Pico-Union, Los Angeles, Los Angeles County, California, 90015, United States"
4815,-118.29,34.04,41.0,659.0,291.0,1224.0,290.0,2.0817,132500.0,<1H OCEAN,"1519, West Washington Boulevard, Pico-Union, Los Angeles, Los Angeles County, California, 90007, United States"
4816,-118.29,34.05,40.0,907.0,349.0,1426.0,323.0,1.8571,143800.0,<1H OCEAN,"1140, Menlo Avenue, Pico-Union, Los Angeles, Los Angeles County, California, 90006, United States"
4817,-118.29,34.04,48.0,1353.0,488.0,1945.0,487.0,2.4359,123700.0,<1H OCEAN,"1519, West Washington Boulevard, Pico-Union, Los Angeles, Los Angeles County, California, 90007, United States"
4818,-118.3,34.04,50.0,1757.0,522.0,2080.0,488.0,1.7225,180000.0,<1H OCEAN,"1886, West Washington Boulevard, Pico-Union, Los Angeles, Los Angeles County, California, 90007, United States"
4819,-118.3,34.05,51.0,1005.0,314.0,1227.0,306.0,2.4297,162500.0,<1H OCEAN,"Normandie Avenue, Harvard Heights, Koreatown, Los Angeles, Los Angeles County, California, 90005, United States"
4820,-118.3,34.05,39.0,993.0,506.0,1765.0,464.0,1.2786,121900.0,<1H OCEAN,"Normandie Avenue, Harvard Heights, Koreatown, Los Angeles, Los Angeles County, California, 90005, United States"
4821,-118.31,34.05,38.0,1864.0,515.0,1768.0,439.0,1.9336,190600.0,<1H OCEAN,"1158, South Manhattan Place, Harvard Heights, Koreatown, Los Angeles, Los Angeles County, California, 90019, United States"
4822,-118.31,34.05,35.0,2007.0,571.0,1513.0,554.0,2.1162,229200.0,<1H OCEAN,"1158, South Manhattan Place, Harvard Heights, Koreatown, Los Angeles, Los Angeles County, California, 90019, United States"
4823,-118.31,34.05,26.0,1809.0,640.0,2543.0,640.0,2.3536,500000.0,<1H OCEAN,"1158, South Manhattan Place, Harvard Heights, Koreatown, Los Angeles, Los Angeles County, California, 90019, United States"
4824,-118.31,34.04,33.0,2691.0,726.0,2390.0,681.0,2.4048,208300.0,<1H OCEAN,"West Washington Boulevard, Los Angeles, Los Angeles County, California, 90016, United States"
4825,-118.31,34.04,29.0,2038.0,578.0,2070.0,570.0,2.0658,214600.0,<1H OCEAN,"West Washington Boulevard, Los Angeles, Los Angeles County, California, 90016, United States"
4826,-118.31,34.03,29.0,2438.0,867.0,2114.0,753.0,0.8351,150000.0,<1H OCEAN,"2033, West 28th Street, Jefferson Park, Exposition Park, Los Angeles, Los Angeles County, California, 90018, United States"
4827,-118.32,34.03,31.0,2206.0,501.0,1194.0,435.0,1.9531,227800.0,<1H OCEAN,"3305, Montclair Street, Jefferson Park, Los Angeles, Los Angeles County, California, 90018, United States"
4828,-118.31,34.04,52.0,1277.0,285.0,954.0,334.0,2.5833,234600.0,<1H OCEAN,"West Washington Boulevard, Los Angeles, Los Angeles County, California, 90016, United States"
4829,-118.3,34.04,24.0,2092.0,585.0,1757.0,538.0,1.7109,175000.0,<1H OCEAN,"1886, West Washington Boulevard, Pico-Union, Los Angeles, Los Angeles County, California, 90007, United States"
4830,-118.3,34.04,37.0,1470.0,399.0,1579.0,390.0,2.006,150000.0,<1H OCEAN,"1886, West Washington Boulevard, Pico-Union, Los Angeles, Los Angeles County, California, 90007, United States"
4831,-118.31,34.04,37.0,2338.0,686.0,2376.0,630.0,1.767,170300.0,<1H OCEAN,"West Washington Boulevard, Los Angeles, Los Angeles County, California, 90016, United States"
4832,-118.29,34.04,44.0,1941.0,579.0,2049.0,535.0,2.0405,143000.0,<1H OCEAN,"1519, West Washington Boulevard, Pico-Union, Los Angeles, Los Angeles County, California, 90007, United States"
4833,-118.3,34.03,41.0,1653.0,426.0,1868.0,393.0,1.78,162500.0,<1H OCEAN,"2800, South Normandie Avenue, Adams Normandie Historic District, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4834,-118.3,34.04,35.0,1090.0,345.0,1605.0,330.0,2.1518,152800.0,<1H OCEAN,"1886, West Washington Boulevard, Pico-Union, Los Angeles, Los Angeles County, California, 90007, United States"
4835,-118.29,34.04,31.0,700.0,299.0,1272.0,298.0,2.1542,128100.0,<1H OCEAN,"1519, West Washington Boulevard, Pico-Union, Los Angeles, Los Angeles County, California, 90007, United States"
4836,-118.29,34.04,32.0,432.0,182.0,702.0,186.0,2.1471,125000.0,<1H OCEAN,"1519, West Washington Boulevard, Pico-Union, Los Angeles, Los Angeles County, California, 90007, United States"
4837,-118.29,34.03,42.0,1680.0,557.0,2099.0,526.0,1.9167,136400.0,<1H OCEAN,"2712, Menlo Avenue, Adams Normandie Historic District, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4838,-118.28,34.03,45.0,943.0,289.0,953.0,238.0,2.0673,151600.0,<1H OCEAN,"Mount St Mary's University Doheny Campus, Saint James Park, Los Angeles, Los Angeles County, California, 90007, United States"
4839,-118.29,34.03,42.0,907.0,378.0,822.0,288.0,1.2875,179200.0,<1H OCEAN,"2712, Menlo Avenue, Adams Normandie Historic District, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4840,-118.29,34.03,29.0,3544.0,1384.0,3323.0,1213.0,1.0219,258300.0,<1H OCEAN,"2712, Menlo Avenue, Adams Normandie Historic District, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4841,-118.29,34.03,38.0,1501.0,437.0,1777.0,441.0,2.0848,135200.0,<1H OCEAN,"2712, Menlo Avenue, Adams Normandie Historic District, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4842,-118.29,34.03,22.0,3313.0,1235.0,2381.0,1063.0,0.7473,168800.0,<1H OCEAN,"2712, Menlo Avenue, Adams Normandie Historic District, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4843,-118.29,34.03,27.0,1084.0,287.0,1085.0,279.0,2.135,119600.0,<1H OCEAN,"2712, Menlo Avenue, Adams Normandie Historic District, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4844,-118.31,34.03,46.0,2173.0,510.0,1343.0,476.0,2.025,135500.0,<1H OCEAN,"2033, West 28th Street, Jefferson Park, Exposition Park, Los Angeles, Los Angeles County, California, 90018, United States"
4845,-118.31,34.03,52.0,1902.0,406.0,1233.0,385.0,2.8295,132200.0,<1H OCEAN,"2033, West 28th Street, Jefferson Park, Exposition Park, Los Angeles, Los Angeles County, California, 90018, United States"
4846,-118.31,34.02,52.0,1173.0,284.0,814.0,295.0,2.45,111400.0,<1H OCEAN,"1734, West 37th Place, Exposition Park, Los Angeles, Los Angeles County, California, 90018, United States"
4847,-118.31,34.02,44.0,1555.0,324.0,931.0,265.0,1.4712,105800.0,<1H OCEAN,"1734, West 37th Place, Exposition Park, Los Angeles, Los Angeles County, California, 90018, United States"
4848,-118.31,34.02,45.0,1423.0,278.0,822.0,276.0,2.4519,98100.0,<1H OCEAN,"1734, West 37th Place, Exposition Park, Los Angeles, Los Angeles County, California, 90018, United States"
4849,-118.31,34.02,52.0,1832.0,441.0,1186.0,420.0,1.2434,98400.0,<1H OCEAN,"1734, West 37th Place, Exposition Park, Los Angeles, Los Angeles County, California, 90018, United States"
4850,-118.3,34.03,47.0,2241.0,559.0,1775.0,504.0,2.1571,147900.0,<1H OCEAN,"2800, South Normandie Avenue, Adams Normandie Historic District, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4851,-118.3,34.03,40.0,1695.0,374.0,1138.0,357.0,2.7125,150000.0,<1H OCEAN,"2800, South Normandie Avenue, Adams Normandie Historic District, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4852,-118.31,34.03,47.0,1315.0,,785.0,245.0,1.23,138400.0,<1H OCEAN,"2033, West 28th Street, Jefferson Park, Exposition Park, Los Angeles, Los Angeles County, California, 90018, United States"
4853,-118.3,34.03,37.0,2781.0,766.0,2586.0,729.0,1.8564,187500.0,<1H OCEAN,"2800, South Normandie Avenue, Adams Normandie Historic District, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4854,-118.31,34.03,34.0,2041.0,517.0,1479.0,495.0,2.1173,156600.0,<1H OCEAN,"2033, West 28th Street, Jefferson Park, Exposition Park, Los Angeles, Los Angeles County, California, 90018, United States"
4855,-118.31,34.02,23.0,1703.0,397.0,1333.0,361.0,1.3187,127100.0,<1H OCEAN,"1734, West 37th Place, Exposition Park, Los Angeles, Los Angeles County, California, 90018, United States"
4856,-118.31,34.02,46.0,1976.0,469.0,1409.0,431.0,2.2981,112100.0,<1H OCEAN,"1734, West 37th Place, Exposition Park, Los Angeles, Los Angeles County, California, 90018, United States"
4857,-118.3,34.02,49.0,2120.0,483.0,1522.0,416.0,1.85,116800.0,<1H OCEAN,"1397, West 37th Place, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4858,-118.29,34.02,21.0,1641.0,491.0,1526.0,453.0,2.087,141300.0,<1H OCEAN,"University of Southern California, West 32nd Street, Jefferson, Historic South-Central, Los Angeles, Los Angeles County, California, 90007, United States"
4859,-118.3,34.02,34.0,3184.0,772.0,2474.0,705.0,1.631,137500.0,<1H OCEAN,"1397, West 37th Place, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4860,-118.3,34.02,31.0,1933.0,478.0,1522.0,423.0,1.5781,119300.0,<1H OCEAN,"1397, West 37th Place, Exposition Park, Los Angeles, Los Angeles County, California, 90007, United States"
4861,-118.28,34.02,29.0,515.0,229.0,2690.0,217.0,0.4999,500001.0,<1H OCEAN,"Galen Center, Harbor Freeway, Jefferson, Historic South-Central, Los Angeles, Los Angeles County, California, 90089, United States"
4862,-118.27,34.03,50.0,395.0,232.0,948.0,243.0,1.7546,175000.0,<1H OCEAN,"Los Angeles Trade Technical College, South Hope Street, South Park, Los Angeles, Los Angeles County, California, 90015, United States"
4863,-118.27,34.03,51.0,1280.0,422.0,1560.0,381.0,1.7115,125000.0,<1H OCEAN,"Los Angeles Trade Technical College, South Hope Street, South Park, Los Angeles, Los Angeles County, California, 90015, United States"
4864,-118.28,34.04,19.0,460.0,241.0,890.0,229.0,1.6089,162500.0,<1H OCEAN,"1748, South Union Avenue, Pico-Union, Los Angeles, Los Angeles County, California, 90015, United States"
4865,-118.28,34.04,24.0,1283.0,545.0,1932.0,516.0,1.2969,160200.0,<1H OCEAN,"1748, South Union Avenue, Pico-Union, Los Angeles, Los Angeles County, California, 90015, United States"
4866,-118.28,34.04,25.0,1582.0,780.0,2390.0,719.0,1.4167,200000.0,<1H OCEAN,"1748, South Union Avenue, Pico-Union, Los Angeles, Los Angeles County, California, 90015, United States"
4867,-118.28,34.04,20.0,1193.0,454.0,1880.0,453.0,2.1806,180000.0,<1H OCEAN,"1748, South Union Avenue, Pico-Union, Los Angeles, Los Angeles County, California, 90015, United States"
4868,-118.28,34.05,44.0,1273.0,474.0,1754.0,460.0,1.6037,275000.0,<1H OCEAN,"1961, West 11th Street, Pico-Union, Los Angeles, Los Angeles County, California, 90006, United States"
4869,-118.28,34.03,41.0,1933.0,791.0,3121.0,719.0,1.8539,147500.0,<1H OCEAN,"Mount St Mary's University Doheny Campus, Saint James Park, Los Angeles, Los Angeles County, California, 90007, United States"
4870,-118.28,34.03,40.0,2118.0,796.0,2195.0,658.0,1.7976,164600.0,<1H OCEAN,"Mount St Mary's University Doheny Campus, Saint James Park, Los Angeles, Los Angeles County, California, 90007, United States"
4871,-118.28,34.04,48.0,1521.0,513.0,1772.0,458.0,2.2232,162500.0,<1H OCEAN,"1748, South Union Avenue, Pico-Union, Los Angeles, Los Angeles County, California, 90015, United States"
4872,-118.27,34.02,39.0,2004.0,633.0,3050.0,621.0,1.875,127300.0,<1H OCEAN,"Dolores Huerta Elementary School, Maple Avenue, Jefferson, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States"
4873,-118.28,34.02,52.0,281.0,103.0,470.0,96.0,1.9375,38800.0,<1H OCEAN,"Galen Center, Harbor Freeway, Jefferson, Historic South-Central, Los Angeles, Los Angeles County, California, 90089, United States"
4874,-118.27,34.02,40.0,561.0,284.0,662.0,205.0,0.9234,187500.0,<1H OCEAN,"Dolores Huerta Elementary School, Maple Avenue, Jefferson, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States"
4875,-118.28,34.03,26.0,2107.0,809.0,2821.0,572.0,0.844,350000.0,<1H OCEAN,"Mount St Mary's University Doheny Campus, Saint James Park, Los Angeles, Los Angeles County, California, 90007, United States"
4876,-118.28,34.03,25.0,1407.0,550.0,1193.0,472.0,1.2989,225000.0,<1H OCEAN,"Mount St Mary's University Doheny Campus, Saint James Park, Los Angeles, Los Angeles County, California, 90007, United States"
4877,-118.25,34.02,50.0,180.0,89.0,356.0,76.0,2.1944,158300.0,<1H OCEAN,"1417, East 22nd Street, Nevin, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States"
4878,-118.24,34.03,52.0,142.0,47.0,137.0,45.0,1.8333,312500.0,<1H OCEAN,"East 8th Street, Los Angeles, Los Angeles County, California, 90021, United States"
4879,-118.26,34.03,49.0,299.0,90.0,287.0,68.0,1.2096,100000.0,<1H OCEAN,"East Washington Boulevard, Fashion District, Historic South-Central, Los Angeles, Los Angeles County, California, 90015, United States"
4880,-118.25,34.03,52.0,1274.0,418.0,1655.0,368.0,2.1905,124000.0,<1H OCEAN,"1001, East 14th Street, Fashion District, Los Angeles, Los Angeles County, California, 90021, United States"
4881,-118.25,34.02,32.0,1375.0,448.0,1698.0,432.0,1.6302,130700.0,<1H OCEAN,"1417, East 22nd Street, Nevin, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States"
4882,-118.26,34.02,38.0,980.0,285.0,1308.0,310.0,1.5652,123100.0,<1H OCEAN,"St. Philip's Episcopal Church, 2800, Stanford Avenue, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States"
4883,-118.26,34.02,38.0,1091.0,349.0,1786.0,340.0,2.131,136500.0,<1H OCEAN,"St. Philip's Episcopal Church, 2800, Stanford Avenue, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States"
4884,-118.26,34.02,40.0,1259.0,362.0,1499.0,327.0,1.8382,126400.0,<1H OCEAN,"St. Philip's Episcopal Church, 2800, Stanford Avenue, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States"
4885,-118.26,34.02,37.0,1551.0,501.0,2173.0,474.0,2.1667,117700.0,<1H OCEAN,"St. Philip's Episcopal Church, 2800, Stanford Avenue, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States"
